	text	label	update
83	▁ 風 邪 キャ ー	1	True
84	▁h t t ps : / / in st ag r am . c om / p / 5 K - R E y B N Z h / ▁ ん 〜 ▁ か わ い す ぎ る だ ろ 。	0	True
85	▁ 去 年の ワイ じ ゃ ない か .. . 辛 かった	1	True
86	▁ バル サン 手 に入 って ない から 、 取り 敢 え ず ボ ンの 部屋 から 見 直 す よ	4	True
87	▁ @ d a i k un 2 14 ▁ 静 かに し や が れ	2	True
88	▁ @ B er ot an ▁ む か ぁ 〜	2	True
89	▁ @ y _ s oc c er _ 0 8 26 ▁ だ って 、 ゆ う ま や ら ん と か 言 う から 。	2	True
90	▁ 今 日 い き なり 寒 い な 突 然 の 秋 到 来 か ー ー ー	1	True
91	▁ @ T SUUYA N 11 5 ▁ つ ー や ん さん 、 お は よう ご ざ い ます ^ _ ^ サン デ バ ほぼ リ ク h it お め で とう ご ざ い ます	0	True
92	▁ お は よう さ んで ご ざ い ます 。 ▁ な ん と か 、 無 事 に 朝 を迎 え られて ▁ ビー の 散 歩 も 行 って 来 た 。 ▁ 風 お さ まった け ど 凄 い 湿 気 ▁ 工事 現 場の フェ ン ス 、 お っ ちゃ ん 一 応 留 め と か は った け ど 、 何 か や り 方が ず さん ▁ コー ン 倒 れて 道 に転 が って た け ど 立て たら へ んだ わ ▁ 風 の 音 で ビー が 怖 が り 、 ほとんど 寝 不 足 の 朝	2	True
93	▁ レ モン 全 く 思 い つか なかった ▁ 初 チュー レ モン ? んな や つ お ら ん ( 笑 )	4	True
94	▁ お は よう ご ざ い ます	4	True
95	▁ 今 日 は 息 子の メ ガ ネ を 買 いに 行 く ( ๑ و • ̀ Δ • ́ ) و ▁一 年 前に 買 った メ ガ ネ 無 く す バ カ ぁ ( T д T ) ▁も う 安 いの しか 買 わ ない から な ▁ 街 へ 行 く ので カル ディ と か スタ バ に 行 きた いわ ぁ	2	True
96	▁ @ t ow ak o 10 5 _ ▁ フォ ロー は ず れて た	1	True
97	▁ わ ー ー ▁ テスト や ー ▁ ほ ん ま 頑 張 ら な ～ ( ▁ ́ ・ _ ・ ` ) ▁ 今 日 み た いに 、 寝 過 ご して 朝 勉 でき ひ ん こと にな ら ん ように し や な .. . ▁ ま ぁ 、 と り あ え ず 全 力 だ そ っ	3	True
98	▁ 起 きた ら え り り ん とも も で 一 つの 寝 袋 に 一 緒 に入 って た ま じ バイ ブ ス モン スター	0	True
99	▁ 野 生の 何 か w w w ク マ ちゃ んど う した ! ? ▁ 煩 悩 は 何 よりも 強い さ ▁大 .. . 事 ? う ん .. . 凡 吉 く ん が 必 死 になって 止 めて く れる よ ね ! 陰 原 く ん のために 、 陰 用 き ち く ん の 耳 を チ ク チ ク 縫 って あ げる 凡 吉 く ん を 想 像 した ら 和 んだ よ !	4	True
100	▁ お は よう ご ざ い ます ▁ L I N E お 一 人 様 グループ ▁ 無 事 に 作 れ ま した ▁ 教 えて く れて あり が とう ( * ▁ ́ ∀ 人 ) ▁ ‹ ‹ \ ( ▁ ́ ω ` ▁) / › › ▁ ‹ ‹ \ ( ▁ ́ ) / › › ▁ ‹ ‹ \ ( ▁ ́ ω ` ) / › ›	0	True
101	▁ T L をと め ちゃ ん 色 に そ めた げる 。	4	True
102	▁ 兄 と 話 が 全 く 噛 み 合 わ ない 。 ▁ 兄 『 コン ビ に 行 って くる 』 ▁ 私 『 あ ー 。 ( アー モ ンド チョ コ 持 って ) 食べ る ? 』 ▁ 兄 『 だ から コン ビ に 行 って くる 。 』 ▁ 私 『 食べ る ? 』 ▁ 兄 『 コン ビ に 行 って くる 』 ▁ 私 『 だ から 食べ る ? 』 ▁ 兄 『 コン ビ に 行 って くる 』 ▁ 食べ る か 食べ ない か ハ ッ キ リ し ろ 。	2	True
103	▁ い ろ い ろ ショ ック 過 ぎ て 立ち 直 る までに 時間 か かった わ	3	True
104	▁ あ ー 、 ど っ キュ ン だ こ り ゃ	2	True
105	▁ お は よ 〜 テスト 勉 強 し な き ゃ 〜	4	True
106	▁ お ん ね る 移動 で 一 緒 な れ	4	True
107	▁ @ ut ak un 3 ▁ に ん に く 臭 く なる ん じ ゃ	1	True
108	▁ @ 0 6 21 H i ro 0 6 21 ▁ こ ー る み ー 後 夜 祭 お 疲 れ 様 ▁ た っ く さん 楽 し めた かな ぁ ? ▁ ゆ な も 絶 対 い つか そう ゆ う イベント に 行 きた いで す 笑 っ ▁ 会 いに 行 きた い ~ ~ ~ 笑 ▁ お 疲 れ 様 で した っ ! 笑	0	True
109	▁ 電 磁 気 だ り ぃ ー	1	True
110	▁ @ _ _ v am n os u k e ▁大 丈 夫 ちゃ い ます ! ! ! ! あ した 寝 坊 した ら ダ メ で す よ ! ! !	4	True
111	▁また 年 末 に 嫌 な 事 お き そ ー な 予 感 ▁ ほ ん ま な ん もあり ま せん ように	3	True
112	▁ あ と 2 日 が ん ば る 、 、 、	1	True
113	▁ @ S il k y 26 _ 8 ▁ @ k e i k o BIGBA N G ▁ K E I ちゃ ん ▁ あ み ちゃ ん お は よう ▁ ジ ヨ ンは これ ぞ ジ ヨ ン ! って ▁ 感 じ よ ね ( ♡ ॢ˃̶ ̤ ̀ ◡˂̶ ̤ ́ ♡ ॢ ) ▁ あ み ちゃ ん ジ ヨ ン 率 上 昇 ? ▁ 浮 気 し と る し 〜 w w w	0	True
114	▁ @ x _ 44 23 ▁ 激 ギ レ ブリ ブリ 丸	2	True
115	▁ @ m i om i o _ k og e i ▁ え ! ! ! ! ! そ お な ん ! ?	3	True
116	▁ あ ら ピア ノ も 出来 ちゃ う んで す ね	0	True
117	▁ ん ね ! うち も び っ く り して 部屋 で 1 人で 喜 んで た バ カ 犬 、 m i st y 思 い 出 して 泣 き そう ( ▁ ˶ ▁ ́ ⚰ ︎ ` ˵ ▁) 笑 笑 ▁そ っ か そ っ か 私 は 今 日から 新 学 期 だ べ も も ちゃ ん の ツ イ ート また 楽 し み にして る 〜	0	True
118	▁ う ー ん この 湿 気	1	True
119	▁ 今 夜 は 会社 の 決 起 大会 と称 した 飲 み 会 個人 別 にも っ と 決 起 して 欲 しい 人 間の 集 まり だ 。 成績 不 振 者の 傷 の 舐 め 合 い 、 仲 良 し 集団 の 結 束 の 場 に しか 見 えない	2	True
120	▁大 丈 夫 で した か ?	4	True
121	▁ あ は は ( * ▁ ̄ ∇ ▁ ̄ * ) ▁ 眺 めて	0	True
122	▁ 隙 間 時間 は え す り 開 く ! 位 に そこ そこ 頑 張 って は いる んで す け ど 1 位の 人 p t す ご く て 「 え っ ? 寝 て る ? ? 大 丈 夫 ? ? ! 」 って なり ます ▁そ う な んで す よ .. . まだ 折 り 返 しても いない 地 獄 .. .. .. 最初 は 300 p t く ら い 取 って れば 500 位 余 裕 な の では 〜 と か 思 って た のに ▁ ふ え 〜 〜 頑 張 って 称 号 と り ま し ょ	1	True
123	▁ 乙 女 座 ー	4	True
124	▁ 今 日の N H K スタジオ パ ーク から こ ん に ち は → 岡 本 夏 生 が ゲ スト ! ど んな 格 好 で 出 る ん や ろ 〜 ? ▁ N H K って 、 た ま に ぶ っ 飛 ぶ よ ね ー 。	4	True
125	▁ コ レ ど スト ライ ク な ん や け ど ▁こう いう 派 生 商品 って ▁ すぐ に 店 頭 から 消 え ちゃ う から 悲 しい 。 ▁ い つ 居 なく なる か 分 から ない から ▁ 買 える とき に 買 って お こう p ic . t w it ter . c om / t n B h D L a N I r	3	True
126	▁ な 、 な ん と 、 、 、 、 ▁ 君 の 恋 人 になった ら と か と っ っ っ って っ っ っ つ っ っ つ も っ っ っ なく き になる ▁h t t ps : / / t w it ter . c om / b ac k n um b er st a f f / st at us / 7 8 5 8 9 26 4 25 25 6 30 46 5 ▁ .. .	0	True
127	▁ @ y km e k w 5 1 ▁そ か そ か ～ ( ∵ ) ▁ ま ぁ 考え 方 次 第 な んだ け ど ね	4	True
128	▁前 も 騒 いで た の 用 紙 じ ゃ なかった ?	2	True
129	▁ @ N N E K T R H _ x x iv ▁ あり が とう ご ざ い ます も し でき れば 明 日 も していた だけ ま せん か ?	0	True
130	▁ @ p in k _ an g el _ 10 20 ▁ 下 手 なり に 楽 しい から い い 笑 笑 ▁それ は 同 感 ー	0	True
131	▁ お は ま い や ん ! ▁ 今 日から 学校 が始 まる ▁ な んだ か んだ で 行 った ら 楽 しい け ど 行 く まで が な .. . ▁ 頑 張 って く ぞ ー ▁ # ま い や ん p ic . t w it ter . c om / B y c J F N Q b b O	1	True
132	▁ @ m ic an m o ch i ▁ こ っ ち は 暑 かった よ	0	True
133	▁ 今 日 も お 勉 強 頑 張 る よ	4	True
134	▁「 」 この 顔 文字 好 き 笑 笑 ▁1 ▁2 ▁3 ▁4 ▁5 ▁6 ▁ ほ ら 、 ア ホ にな れる 。	0	True
135	▁ @ h h t o i 1 ▁ う ら やま ぴ ー	0	True
136	▁ 今 週 は 明 日の ZI P と 金 曜 日の M ステ のために 頑 張 ろ	0	True
137	▁ 朝 7 時 って 大 変 ! ▁ 良 台 掴 める なら 17 時間 稼 働 な ん て 天 国 で す け ど 、 そ んな 簡 単 じ ゃ ない で す よ ね ～ ▁ 今 日 も 頑 張 って く だ さ い ね ! ▁h t t ps : / / t w it ter . c om / p _ s ur v iv al 2 / st at us / 8 6 8 24 17 80 70 5 28 8 19 2 ▁ .. .	0	True
138	▁ あり が とう	0	True
139	▁ い つ にな く 真 剣 な 表 情 ▁ # e x ot ic sh or th a ir ▁ # c at ▁ # 猫 部 ▁ # 猫 ▁h t t p : / / in st ag r . am / p / U d s X 4 n J N f 4 /	4	True
140	▁ @ h s l an c r u ▁ ら ん さん 、 お は よう ご ざ い ます ▁ こ ち らは 午 後 には 晴 れる との 予 報 で す 。 ▁ 今 日 も よ ろ しく お 願 い しま す 。	4	True
141	▁ ゆ う か さん 、 ジ ミー マ ッ キー の 解説 あり が とう ご ざ い ます ▁ 他 にも 「 気 づ いた ら 居 なく な って た 」 って 仰 って る 方 居 て 笑 い ま した w w w w w ▁ い や 、 J r . ある ある .. . ▁ な かな か 可 愛 い お 顔 して た み た いで す ね ぇ .. .	0	True
142	▁前 髪 短 す ぎ て 死 に そう 今 日の 行 事 で 司 会 し な き ゃ い け ない んだ け ど 不 安 で しか なく て 吐 き そう	3	True
143	▁ お は お ー ん ▁ ち ち さん メイン 5 枚 だけ .. .. .. 。 ▁ ツ ール 王 家 につ か て て ジェ ム が っ が っ	2	True
144	▁ あ ぱ ー ー ー	1	True
145	▁ @ e x f am il l y _ om i ▁ ツ ライ よ ▁ 受 験 生 や めた い って 毎 日 ▁ 思 って る ▁ や ん ね ▁ リ ナ も ▁ 会 いに 行 く ことを ▁ 目 標 にして 頑 張 る	1	True
146	▁ 夏 に向 けて チーム の 状況 が 気 になる 時期 で す ね 広島 市 から 三 原 まで 行 って 、 遠 征 で 不 在 だった 時に ショ ック な ので ▁ お 聞 き しま した 。 お 仕 事 忙 しい よう で 、 体 に 気 をつ けて 頑 張 って く だ さ い ね ! !	0	True
147	▁ む っ ちゃ ん お は ょ ー ! 朝 にな っ ちゃ った ▁ 見 守 り たい ね ぇ .. . ♡ ♡ 控 え め む っ ちゃ ん .. . あ の子 の一 日 24 時間 を 観 察 して み たい w w	0	True
148	▁が ー ん イ ヤ ホ ン 忘 れた ・ ・ ・	1	True
149	▁ お っ は よ ー	0	True
150	▁も う 限 界 だ 、	1	True
151	▁( ▁ ̄ ・ ω ・ ▁ ̄ ) ヨ ロ スク ( ▁ ̄ ・ ω ・ ▁ ̄ ) ▁ 末 永 く 幸 せ になる んだ ぞ ( ? )	4	True
152	▁ ま ふ ゆ に ふ られた 。 。 もう どう した ら い い か わ から ない ま ふ ゆ が いない と わた し 。 。 だ め 。 。 い き て い け ない 。 。 ど ぉ して 別 れ よう と かい う の 。 。 あ んな に 仲 良 し だった のに 。 もう 過去 には も ど ること は できない の かな 。 。 わた し 。 。 。 わた し 。 。 う わ あ あ あ ん	1	True
153	▁ う た た 寝 し ち ま って た よ	1	True
154	▁ @ om om 7 21 _ ▁ ひ ぃ ぃ ぃ い い い ( ▁ ́ ; ω ; ` ) ▁も も ちゃ ん あり あ と ▁ な んで ま なか のこと 知 って る の ▁戦 前 話 しか けて く れ れば 話 しま す ! 笑 ▁ 早 く あって 話 ま そ ! !	0	True
155	▁も う い い 、 明 日 や る	1	True
156	▁ 部 活 ある ら しい .. .	1	True
157	▁ @ n an am i in og i k e y a ▁ 最 近 繋 が った ば かり だけ ど 結 構 ふ ぁ ぼ く れる よ ね 、 あり が とう ▁h t t ps : / / t w it ter . c om / d i am on d _ o f _ s k 46 / st at us / 8 5 90 12 4 28 50 7 38 17 6 1 ▁ .. .	0	True
158	▁ お は よう ～	0	True
159	▁ た ける の 顔 変 わり す ぎ て び っ く り	3	True
160	▁ 電車 って こ んな に 揺 れた っ け ? ▁ 酔 って きた 気 持ち 悪 い	1	True
161	▁ なら 行 きた い 学校 行 か せて って 感 じ よ な .. . ▁ バ イト し す ぎ で 体 壊 さ ない で ね .. .	1	True
162	▁この 台 風 の 日の 独 特 な 湿 度 感	2	True
163	▁ あ あ あ こ んな ク ソ ツ イ に .. . お 優 しい .. . ▁は る さん リア ル 成 人 く ら いで す か ? ▁ 若 さ が う ら やま しい ~	1	True
164	▁ 眠 い ～ 寒 い ～ 怠 い ～	2	True
165	▁ お は よ ー もう 、 マ スコ ミ は 終 わった ね w w 選挙 の 事 も や って る け ど 、 切り 取 って しか 報道 しない し 、 早 く 国 会 中継 見 た いわ w w	2	True
